data
;Price;Manufacturer;String Type;Number of Strings;Body Shape;Left-/Right-handed;Color;Finish;Top Wood;Back & Sides Wood;Body Bracing;Neck Wood;Neck Shape;Fingerboard Material;Number of Frets;Scale Length;Tuning Machines;Bridge Material;Nut/Saddle Material;Nut Width;Strings;Case Included;Body Depth;Body Style;Binding;Radius;Fingerboard Inlay;Overall Length;Body Length;Body Width;Electronics;Size;Top Material;Back & Sides Material;Neck Material;Tuners;Nut Material;Body Type;Body Material;Body Finish;Bridge/Tailpiece;Controls;Case/Gig Bag;Binding Material;Saddle Material;Upper Bout Width;Lower Bout Width;Waist Width;Accessories;Neck Joint;Middle Pickup;Bridge Pickup;Switching
1082;3,199.00;Martin;Steel;6;Dreadnought;Left-handed;Natural, Aging Toner;Gloss;Sitka Spruce;East Indian Rosewood;Scalloped Forward Shifted X-bracing;Select Hardwood;Modified Low Oval, High Performance Taper;Ebony;20;"25.4""";Nickel Open Gear;Ebony;Bone/Bone;"1.75""";SP Acoustic 92/8 Phosphor Bronze Medium;Hardshell Case;;;Antique White;"16""";Abalone Diamonds & Squares Long Pattern;;;;;;;;;;;;;;;;;;;;;;;;;;
1083;3,199.00;Taylor;Steel;6;Grand Concert;Right-handed;Western Sunburst;Gloss;Lutz Spruce;Indian Rosewood;V-Class;Tropical Mahogany;Standard;West African Ebony;18;"24.8""";Taylor;West African Ebony;Tusq/Micarta;"1.75""";Elixir Phosphor Bronze Lights;Hardshell Case;;;Koa;"15""";Abalone Reflections;;;;ES-2;;;;;;;;;;;;Hardshell Case;;;;;;;;;;
1084;3,199.00;Martin;Steel;6;Dreadnought;Left-handed;Natural, Aging Toner;Gloss;Sitka Spruce;East Indian Rosewood;Forward Shifted X-bracing, non-scalloped;Select Hardwood;Modified Low Oval, High Performance Taper;Ebony;20;"25.4""";Chrome Enclosed Gear;Ebony;Bone/Bone;"1.75""";SP Acoustic 92/8 Phosphor Bronze Medium;Hardshell Case;;;Antique White;"16""";Mother-of-pearl Style 28 Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
1085;3,199.00;Martin;Steel;6;00-14 Fret;Left-handed;Natural, Aging Toner;Gloss;Sitka Spruce;East Indian Rosewood;Scalloped X-bracing;Select Hardwood;Modified Low Oval, High Performance Taper;Ebony;20;"24.9""";Nickel Open Gear;Ebony;Bone/Bone;"1.75""";SP Acoustic 92/8 Phosphor Bronze Light;Hardshell Case;;;Antique White;"16""";Abalone Diamonds & Squares Long Pattern;;;;;;;;;;;;;;;;;;;;;;;;;;
1086;3,199.00;Martin;Steel;6;000-14 Fret;Left-handed;Natural, Aging Toner;Gloss;Sitka Spruce;East Indian Rosewood;Scalloped X-bracing;Select Hardwood;Modified Low Oval, High Performance Taper;Ebony;20;"24.9""";Nickel Open Gear;Ebony;Bone/Bone;"1.75""";SP Acoustic 92/8 Phosphor Bronze Light;Hardshell Case;;;Antique White;"16""";Abalone Diamonds & Squares Long Pattern;;;;;;;;;;;;;;;;;;;;;;;;;;
1087;3,199.00;Martin;Steel;6;Orchestra;Left-handed;Natural, Aging Toner;Gloss;Sitka Spruce;East Indian Rosewood;Scalloped X-bracing;Select Hardwood;Modified Low Oval, High Performance Taper;Ebony;20;"25.4""";Nickel Open Gear;Ebony;Bone/White Tusq;"1.75""";SP Acoustic 92/8 Phosphor Bronze Light;Hardshell Case;;;Antique White;"16""";Abalone Diamonds & Squares Long Pattern;;;;;;;;;;;;;;;;;;;;;;;;;;
1088;3,199.99;Takamine;Steel;6;NEX;Right-handed;Natural;Gloss;Solid spruce;Solid rosewood;"""X"" scalloped";;Asymmetrical profile;Ebony;20;;;Ebony;Bone;;D'Addario EXP16 light-gauge strings;Hardshell;;Single Cutaway;;;;;;;Cool Tube CTP-3;;;;;;;;;;;;;;;;;;;;;;
1089;3,249.00;Gibson Acoustic;Steel;6;Square Shoulder Dreadnought;Right-handed;Antique Natural;Gloss Nitrocellulose Lacquer;Sitka Spruce;Rosewood;Hand-scalloped Advanced X-bracing;Mahogany;Round;Rosewood;20, Standard;"25.5""";Mini Grover Rotomatics with Kidney Buttons;Rosewood;Tusq/Tusq;"1.725""";Gibson, 12-53;Hardshell Case;;;Multi-ply top, Single-ply back;"12""";Mother-of-pearl Parallelograms;;;;Fishman Prefix Plus-T Preamp, Under Saddle Pickup;;;;;;;;;;;;;;;;;;;;;;
1090;3,249.00;Gibson Acoustic;Steel;6;Square Shoulder Dreadnought;Right-handed;Rosewood Burst;Gloss Nitrocellulose Lacquer;Sitka Spruce;Rosewood;Hand-scalloped Advanced X-bracing;Mahogany;Round;Rosewood;20, Standard;"25.5""";Mini Grover Rotomatics with Kidney Buttons;Rosewood;Tusq/Tusq;"1.725""";Gibson, .012-.053;Hardshell Case;;;Multi-ply top, Single-ply back;"12""";Mother-of-pearl Parallelograms;;;;Fishman Prefix Plus-T Preamp, Under Saddle Pickup;;;;;;;;;;;;;;;;;;;;;;
1091;3,249.00;Taylor;Nylon;6;Grand Auditorium;Right-handed;Western Sunburst;Gloss;Lutz Spruce;Indian Rosewood;Performance;Tropical Mahogany;;Ebony;20;"25.5""";Classical Nickel;;Tusq/Micarta;"1.875""";Pro Arte Carbon Hard Tension;Hardshell case;;Venetian Cutaway;Koa;"20""";"Pale green abalone ""Reflections""";;;;ES-N;;;;;;;;;;;;;;;;;;;;;;
1093;3,249.00;Gibson Acoustic;Steel;6;Super Jumbo;Right-handed;Walnut Burst;Gloss Nitrocellulose Lacquer;Sitka Spruce;Walnut;Hand-scalloped X-bracing;Mahogany;Advanced Response;Walnut;20;"24.75""";Grover Rotomatics with Kidney buttons;Walnut Moustache;Tusq/Tusq;"1.725""";Gibson, .012-.053;Hardshell Case;;;Multi-ply Top, Single-ply Back;"16""";Mother-of-Pearl Graduated Crowns;;;;LR Baggs Element Bronze Pickup;;;;;;;;;;;;;;;;;;;;;;
1094;3,299.00;Martin;Steel;6;M-14 Fret Jumbo;Right-handed;Natural, Aging Toner;Gloss;Sitka Spruce;East Indian Rosewood;Scalloped Forward Shifted X-bracing;Select Hardwood;Modified Low Oval, High Performance Taper;Ebony;20;"25.4""";Chrome Enclosed Gear;East Indian Rosewood;Bone/Bone;"1.75""";Lifespan 2.0 92/8 Phosphor Bronze, .012-.054;Hardshell Case;;;Antique White;"16""";Mother-of-pearl Style 38 Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
1095;3,299.00;Breedlove;Steel;6;Legacy Concert;Right-handed;Natural;Gloss;Sinker Redwood;East Indian Rosewood;Sitka Spruce;Honduran Mahogany;;African Ebony;20;"25.5""";Gotoh 381;Ebony;TUSQ/TUSQ;"1.75""";D'Addario, .012-.053;Hardshell Case;;;Black;"16""";Dots, Legacy Knot at 12th fret;;;;LR Baggs Anthem TRU-Mic;;;;;;;;;;;;;;;;;;;;;;
1096;3,299.00;Martin;Steel;6;M-14 Fret Jumbo;Left-handed;Natural, Aging Toner;Gloss;Sitka Spruce;East Indian Rosewood;Scalloped Forward Shifted X-bracing;Select Hardwood;Modified Low Oval, High Performance Taper;Ebony;20;"25.4""";Chrome Enclosed Gear;East Indian Rosewood;Bone/Bone;"1.75""";SP Acoustic 92/8 Phosphor Bronze Light;Hardshell Case;;;Antique White;"16""";Mother-of-pearl Style 38 Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
1097;3,299.99;Fender;;6;Acoustasonic Stratocaster;Right-handed;Natural;;;;;;Modern Deep C;Ebony;22, Narrow Tall;"25.5""";;;;"1.6875""";Fender, .011-.052;;;;;"12""";;;;;;;Cocobolo;;White Limba;Fender Standard Die-cast Sealed Staggered;Graph Tech Tusq;Semi-hollowbody Acoustic-electric;White Limba;Satin Polyester;Modern Assymetrical;1 x master volume, 1 x mod control (A/B voices), USB rechargeable battery;Hardshell Case;;;;;;;Bolt-on;Fender Acoustasonic Noiseless Single-coil;Fishman Under-saddle Transducer, Fishman Acoustasonic Enhancer;5-way blade pickup switch
1098;3,399.00;Martin;Steel;6;Dreadnought;Right-handed;Ambertone;Gloss;Sitka Spruce;East Indian Rosewood;Scalloped Forward Shifted X-bracing;Select Hardwood;Modified Low Oval, High Performance Taper;Ebony;20;"25.4""";Nickel Open Gear;Ebony;Bone/Bone;"1.75""";Lifespan 2.0 92/8 Phosphor Bronse, .013-.056;Hardshell Case;;;Antique White;"16""";Abalone Diamonds & Squares Long Pattern;;;;;;;;;;;;;;;;;;;;;;;;;;
1099;3,399.00;Martin;Steel;6;Dreadnought;Right-handed;Sunburst;Gloss;Sitka Spruce;East Indian Rosewood;Scalloped Forward Shifted X-bracing;Select Hardwood;Modified Low Oval, High Performance Taper;Ebony;20;"25.4""";Nickel Open Gear;Ebony;Bone/Bone;"1.75""";Lifespan 2.0 92/8 Phosphor Bronze, .013-.056;Hardshell Case;;;Antique White;"16""";Abalone Diamonds & Squares Long Pattern;;;;;;;;;;;;;;;;;;;;;;;;;;
1100;3,399.00;Martin;Steel;6;Dreadnought;Right-handed;Natural, Aging Toner;Gloss;Sitka Spruce;East Indian Rosewood, 3-piece back;Scalloped Forward Shifted X-bracing;Select Hardwood;Modified Low Oval, High Performance Taper;Ebony, bound;20;"25.4""";Chrome Enclosed Gear;Ebony;Bone/Bone;"1.75""";Lifespan 2.0 92/8 Phosphor Bronse, .013-.056;Hardshell Case;;;Antique White;"16""";Mother-of-pearl Style 28 Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
1101;3,399.00;Martin;Steel;6;Dreadnought;Right-handed;Ambertone;Gloss;Sitka Spruce;East Indian Rosewood;Forward Shifted X-bracing, non-scalloped;Select Hardwood;Modified Low Oval, High Performance Taper;Ebony;20;"25.4""";Chrome Enclosed Gear;Ebony;Bone/Bone;"1.75""";SP Acoustic 92/8 Phosphor Bronze Medium;Hardshell Case;;;Antique White;"16""";Mother-of-pearl Style 28 Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
1102;3,399.00;Gibson Acoustic;Steel;6;LG-2;Right-handed;Vintage Sunburst;Gloss Nitrocellulose Lacquer;Adirondack Red Spruce;Mahogany;Hand Scalloped X-bracing;Mahogany;Historic V;Indian Rosewood;20, Standard;"24.75""";Gotoh Keystone;Rosewood;Bone/Bone;"1.725""";Gibson, .012-.053;Hardshell Case;;;Multi-ply;"12""";Pearloid Parallelograms;;;;LR Baggs VTC;;;;;;;;;;;;;;;;;;;;;;
1103;3,399.00;Martin;Steel;6;Dreadnought;Right-handed;Natural;Gloss;Sitka Spruce with VTS;Mahogany;Forward Shifted X-bracing;Mahogany;Vintage Deluxe;Ebony;20;"25.4""";Gold Open Gear;Ebony;Bone/Bone;"1.75""";Lifespan 2.0 92/8 Phosphor Bronse, .013-.056;Hardshell Case;;;East Indian Rosewood;"16""";Abalone Old-style 18;;;;;;;;;;;;;;;;;;;;;;;;;;
1104;3,399.00;Martin;Steel;6;Dreadnought;Right-handed;Sunburst;Gloss;Sitka Spruce;East Indian Rosewood;Forward Shifted X-bracing, non-scalloped;Select Hardwood;Modified Low Oval, High Performance Taper;Ebony;20;"25.4""";Chrome Enclosed Gear;Ebony;Bone/Bone;"1.75""";Lifespan 2.0 92/8 Phosphor Bronse, .013-.056;Hardshell Case;;;Antique White;"16""";Mother-of-pearl Style 28 Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
1105;3,399.00;Martin;Steel;6;000-14 Fret;Right-handed;Sunburst;Gloss;Sitka Spruce;East Indian Rosewood;Scalloped X-bracing;Select Hardwood;Modified Low Oval, High Performance Taper;Ebony;20;"24.9""";Nickel Open Gear;Ebony;Bone/Bone;"1.75""";Lifespan 2.0 92/8 Phosphor Bronze, .012-.054;Hardshell Case;;;Antique White;"16""";Abalone Diamonds & Squares Long Pattern;;;;;;;;;;;;;;;;;;;;;;;;;;
1106;3,399.00;Martin;Steel;6;000-14 Fret;Right-handed;Ambertone;Gloss;Sitka Spruce;East Indian Rosewood;Scalloped X-bracing;Select Hardwood;Modified Low Oval, High Performance Taper;Ebony;20;"24.9""";Nickel Open Gear;Ebony;Bone/Bone;"1.75""";Lifespan 2.0 92/8 Phosphor Bronze, .012-.054;Hardshell Case;;;Antique White;"16""";Abalone Diamonds & Squares Long Pattern;;;;;;;;;;;;;;;;;;;;;;;;;;
1107;3,399.00;Martin;Steel;6;Dreadnought;Left-handed;Natural;Gloss;Sitka Spruce with VTS;Mahogany;Forward Shifted X-bracing;Mahogany;Vintage Deluxe;Ebony;20;"25.4""";Gold Open Gear;Ebony;Bone/Bone;"1.75""";Martin Authentic Acoustic Medium;Hardshell Case;;;East Indian Rosewood;"16""";Abalone Old-style 18;;;;;;;;;;;;;;;;;;;;;;;;;;
1108;3,399.00;Martin;Steel;6;Dreadnought;Left-handed;Sunburst;Gloss;Sitka Spruce;East Indian Rosewood;Scalloped Forward Shifted X-bracing;Select Hardwood;Modified Low Oval, High Performance Taper;Ebony;20;"25.4""";Nickel Open Gear;Ebony;Bone/Bone;"1.75""";SP Acoustic 92/8 Phosphor Bronze Medium;Hardshell Case;;;Antique White;"16""";Abalone Diamonds & Squares Long Pattern;;;;;;;;;;;;;;;;;;;;;;;;;;
1109;3,399.00;Martin;Steel;6;Dreadnought;Left-handed;Sunburst;Gloss;Sitka Spruce;East Indian Rosewood;Forward Shifted X-bracing, non-scalloped;Select Hardwood;Modified Low Oval, High Performance Taper;Ebony;20;"25.4""";Chrome Enclosed Gear;Ebony;Bone/Bone;"1.75""";SP Acoustic 92/8 Phosphor Bronze Medium;Hardshell Case;;;Antique White;"16""";Mother-of-pearl Style 28 Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
1110;3,399.00;Martin;Steel;6;Dreadnought;Left-handed;Ambertone;Gloss;Sitka Spruce;East Indian Rosewood;Forward Shifted X-bracing, non-scalloped;Select Hardwood;Modified Low Oval, High Performance Taper;Ebony;20;"25.4""";Chrome Enclosed Gear;Ebony;Bone/Bone;"1.75""";SP Acoustic 92/8 Phosphor Bronze Medium;Hardshell Case;;;Antique White;"16""";Mother-of-pearl Style 28 Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
1111;3,399.00;Martin;Steel;6;000-14 Fret;Left-handed;Sunburst;Gloss;Sitka Spruce;East Indian Rosewood;Scalloped X-bracing;Select Hardwood;Modified Low Oval, High Performance Taper;Ebony;20;"24.9""";Nickel Open Gear;Ebony;Bone/Bone;"1.75""";SP Acoustic 92/8 Phosphor Bronze Light;Hardshell Case;;;Antique White;"16""";Abalone Diamonds & Squares Long Pattern;;;;;;;;;;;;;;;;;;;;;;;;;;
1112;3,399.00;Martin;Steel;6;000-14 Fret;Left-handed;Ambertone;Gloss;Sitka Spruce;East Indian Rosewood;Scalloped X-bracing;Select Hardwood;Modified Low Oval, High Performance Taper;Ebony;20;"24.9""";Nickel Open Gear;Ebony;Bone/Bone;"1.75""";SP Acoustic 92/8 Phosphor Bronze Light;Hardshell Case;;;Antique White;"16""";Abalone Diamonds & Squares Long Pattern;;;;;;;;;;;;;;;;;;;;;;;;;;
1113;3,399.00;Martin;Steel;6;Dreadnought;Left-handed;Natural, Aging Toner;Gloss;Sitka Spruce;East Indian Rosewood, 3-piece back;Scalloped Forward Shifted X-bracing;Select Hardwood;Modified Low Oval, High Performance Taper;Ebony, bound;20;"25.4""";Chrome Enclosed Gear;Ebony;Bone/Bone;"1.75""";SP Acoustic 92/8 Phosphor Bronze Medium;Hardshell Case;;;Antique White;"16""";Mother-of-pearl Style 28 Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
1114;3,399.00;Martin;Steel;6;Dreadnought;Left-handed;Ambertone;Gloss;Sitka Spruce;East Indian Rosewood;Scalloped Forward Shifted X-bracing;Select Hardwood;Modified Low Oval, High Performance Taper;Ebony;20;"25.4""";Nickel Open Gear;Ebony;Bone/Bone;"1.75""";SP Acoustic 92/8 Phosphor Bronze Medium;Hardshell Case;;;Antique White;"16""";Abalone Diamonds & Squares Long Pattern;;;;;;;;;;;;;;;;;;;;;;;;;;
1115;3,499.00;Taylor;Nylon;6;Grand Auditorium;Right-handed;;Gloss;Sitka Spruce;Indian Rosewood;Advanced Performance Bracing;Tropical Mahogany;;Ebony;20;"25.5""";Taylor Slot Head Tuners;;Tusq Nut/Micarta Saddle;"1.875""";D'Addario Classical Extra Hard Tension;Hardshell Case;"4.625""";Single Cutaway;Pale Maple;"20""";Mother-of-Pearl Element;;"20""";"16""";ES-N;;;;;;;;;;;;;;;;;;;;;;
1116;3,499.00;Martin;Steel;6;Concert;Right-handed;Sunset Burst;Gloss;;Curly Mango;Adirondack Spruce;Genuine Mahogany;V with Standard Taper;Ebony;20;"24.9""";Vintage Open-gear;Ebony;Bone/Bone;"1.75""";Martin 92/8 Phosphor Bronze;Hardshell Case;;;Antique White;"16""";42 Snowflakes;;;;;;;;;;;;;;;;;;;;;;;;;;
1117;3,499.00;Gibson Acoustic;Steel;6;Round Shoulder Dreadnought;Right-handed;November Burst;Gloss Nitrocellulose Lacquer;Sitka Spruce;Mahogany;Scalloped X-bracing;Mahogany;Custom Slash Rounded;Rosewood;20, Standard;"24.75""";Grover Rotomatics;Rosewood;Tusq/Tusq;"1.725""";Gibson, .012-.053;Hardshell Case;;;Multi-ply top, Single-ply back;"16""";Mother-of-Pearl Dots;;;;LR Baggs VTC Under Saddle Pickup;;;;;;;;;;;;;;;;;;;;;;
1118;3,499.00;Taylor;Steel;6;Grand Orchestra;Right-handed;Antique Blonde;Gloss;Sitka Spruce;Indian Rosewood;V-Class;Tropical Mahogany;;Ebony;20;"25.5""";Taylor Nickel;Ebony;Tusq/Tusq;"1.75""";Elixir Phosphor Bronze Medium;Hardshell Case;;;;;Mother-of-Pearl/Ivoroid Mission Pattern;;;;ES2;;;;;;;;;;;;;;;;;;;;;;
1119;3,499.00;Taylor;Steel;6;Grand Auditorium;Right-handed;Brown Sugar Stain;Gloss 4.5;Torrefied Sitka Spruce;Maple;V-Class with Relief Rout;Tropical Mahogany;;West African Ebony;20;"25.5""";Taylor Nickel, 17:1 gear ratio;Ebony;Black Graphite/Micarta;"1.75""";Elixir Phosphor Bronze Light, .012-.053;Hardshell Case;"4.62""";;West African Ebony;;Grained Ivoroid Wings;;"20""";"16""";ES2;;;;;;;;;;;;;;;;;;;;;;
1120;3,499.00;Gibson Acoustic;Steel;6;Round Shoulder Dreadnought;Right-handed;Vermillion Burst;Gloss;Sitka Spruce;Mahogany;Scalloped X-bracing;Mahogany;Custom Slash Rounded;Rosewood;20, Standard;"24.75""";Grover Rotomatics;Rosewood;Tusq/Tusq;"1.725""";Gibson, .012-.053;Hardshell Case;;;Multi-ply top/back;"16""";Mother-of-Pearl Dots;;;;LR Baggs VTC Under Saddle Pickup;;;;;;;;;;;;;;;;;;;;;;
1121;3,499.00;Taylor;Nylon;6;Grand Concert;Right-handed;;Gloss, 3.5 mil;Sitka Spruce;Indian Rosewood;;Tropical Mahogany;;Smoked Ebony;17;"25.5""";Taylor Slot Head Tuners;Smoked Ebony;Tusq Nut/Micarta Saddle;"1.875""";D'Addario Classical Extra Hard Tension;Hardshell Case;"4.375""";Single Cutaway;Pale Maple;"20""";Mother-of-Pearl Element;;"19.5""";"15""";Taylor Nylon Expression System;;;;;;;;;;;;;;;;;;;;;;
1122;3,499.00;Taylor;Steel;6;Grand Concert;Right-handed;Natural;Gloss;Torrefied Sitka Spruce;Maple;V-Class;Tropical Mahogany;Standard;West African Ebony;18;"24.875""";Taylor Slot Head;West African Ebony;Tusq/Micarta;"1.75""";Elixir PB Lights;Hardshell Case;;;Ebony;"15""";Grained Ivoroid Wings;;;;ES-2;;;;;;;;;;;;Hardshell Case;;;;;;;;;;
1123;3,499.00;Breedlove;Steel;6;Concertina;Right-handed;Natural Shadow;Gloss;Adirondack Spruce;Cocobolo;Forward-shifted Sitka Spruce X-bracing;Honduran Mahogany;Slim C;African Ebony;18;"25""";Gotoh 700;Ebony;TUSQ/TUSQ;"1.75""";D'Addario, .012-.053;Hardshell Case;;;Black;"16""";Dots with Knot at 12th fret;;;;LR Baggs Anthem TRU-MIC;;;;;;;;;;;;;;;;;;;;;;
1124;3,499.00;Taylor;Steel;6;Grand Orchestra;Right-handed;Antique Blonde;Gloss;Sitka Spruce;Figured Maple;V-Class;Maple;;West African Ebony;20;"25.5""";Taylor Nickel;Ebony;Black Graphite/Micarta;"1.75""";Elixir Phosphor Bronze Medium;Hardshell Case;;;Maple/Koa;;Mother-of-Pearl/Ivoroid Mission Pattern;;;;ES-2;;;;;;;;;;;;;;;;;;;;;;
1125;3,499.00;Breedlove;Steel;6;Concert;Right-handed;Natural;Gloss;Sitka Spruce;Ovangkol;;Mahogany;;Ebony;20;"25.5""";Gotoh Gold with Bold buttons;Ebony;Bone/Bone;"1.75""";D'Addario, .012-.053;Hardshell Case;;;Multi-ply;"16""";Custom;;;;;;;;;;;;;;;;;;;;;;;;;;
1126;3,499.00;Taylor;Steel;6;Grand Concert;Right-handed;Natural;Gloss;Torrefied Sitka Spruce;Maple;V-Class;Tropical Mahogany;Standard;West African Ebony;20;"24.875""";Taylor;West African Ebony;Tusq/Micarta;"1.75""";Elixir PB Lights;Hardshell Case;;;Ebony;"15""";Grained Ivoroid Wings;;;;ES-2;;;;;;;;;;;;;;;;;;;;;;
1127;3,499.00;Taylor;Nylon;6;Grand Concert;Right-handed;Natural;Gloss, 3.5 mil;Sitka Spruce;Indian Rosewood;Advanced Performance Bracing;Tropical Mahogany;;Smoked Ebony;17;"25.5""";Taylor Slot Head Tuners;Smoked Ebony;Tusq Nut/Micarta Saddle;"1.875""";D'Addario Classical Extra Hard Tension;Hardshell Case;"4.37""";No Cutaway;Pale Maple;"20""";Mother-of-Pearl Element;;"19.5""";"15""";Taylor Nylon Expression System;;;;;;;;;;;;;;;;;;;;;;
1128;3,499.99;Martin;Steel;6;Dreadnought;Right-handed;Natural;;Adirondack Spruce;East Indian Rosewood;fo;Select Hardwood;Modified V;Ebony;20;25.4';Open Gear Nickel;Ebony;Bone/Bone;"1.6875""";Martin, .013-.056;Hardshell Case;;;Grained Ivoroid;"16""";Abalone Diamonds;;;;;;;;;;;;;;;;;;;;;;;;;;
1129;3,599.00;Martin;Steel;6;Orchestra;Right-handed;Natural, Aging Toner;Gloss;Sitka Spruce;East Indian Rosewood;Scalloped X-bracing;Select Hardwood;Modified Low Oval, High Performance Taper;Ebony;20;"25.4""";Nickel Open Gear;Ebony;Bone/White Tusq;"1.75""";Lifespan 2.0 92/8 Phosphor Bronze, .012-.054;Hardshell Case;;;Antique White;"16""";Abalone Diamonds & Squares Long Pattern;;;;LR Baggs Anthem;;;;;;;;;;;;;;;;;;;;;;
1130;3,599.00;Martin;Steel;6;Dreadnought;Right-handed;Natural, Aging Toner;Gloss;Sitka Spruce;East Indian Rosewood;Scalloped Forward Shifted X-bracing;Select Hardwood;Modified Low Oval, High Performance Taper;Ebony;20;"25.4""";Nickel Open Gear;Ebony;Bone/Bone;"1.75""";Lifespan 2.0 92/8 Phosphor Bronse, .013-.056;Hardshell Case;;;Antique White;"16""";Abalone Diamonds & Squares Long Pattern;;;;Fishman Aura VT Enhance;;;;;;;;;;;;;;;;;;;;;;
1131;3,599.00;Martin;Steel;6;Dreadnought;Right-handed;Natural, Aging Toner;Gloss;Sitka Spruce;East Indian Rosewood;Scalloped Forward Shifted X-bracing;Select Hardwood;Modified Low Oval, High Performance Taper;Ebony;20;"25.4""";Nickel Open Gear;Ebony;Bone/Bone;"1.75""";Lifespan 2.0 92/8 Phosphor Bronse, .013-.056;Hardshell Case;;;Antique White;"16""";Abalone Diamonds & Squares Long Pattern;;;;LR Baggs Anthem;;;;;;;;;;;;;;;;;;;;;;
1132;3,599.00;Martin;Steel;6;Orchestra;Right-handed;Natural, Aging Toner;Gloss;Sitka Spruce;East Indian Rosewood;Scalloped X-bracing;Select Hardwood;Modified Low Oval, High Performance Taper;Ebony;20;"25.4""";Nickel Open Gear;Ebony;Bone/White Tusq;"1.75""";Lifespan 2.0 92/8 Phosphor Bronze, .012-.054;Hardshell Case;;;Antique White;"16""";Abalone Diamonds & Squares Long Pattern;;;;Fishman Aura VT Enhance;;;;;;;;;;;;;;;;;;;;;;
1133;3,599.00;Guild;Steel;6;Jumbo;Right-handed;Blonde;Gloss;Solid Sitka Spruce;Maple arched back, figured maple sides;Scalloped red spruce;3-pc mahogany/maple/mahogany;;Ebony, bound;20;"25.625""";Gotoh SE700-05M Vintage-Style Open-Back;;Bone/Bone;"1.6875""";D'Addario EXP 16 Coated Phosphor Bronze, (.012-.053 Gauges);Hardshell Case;"4.8""";No Cutaway;White fingerboard and body binding;"12""";Mother-of-Pear and Abalone block inlays;;;"17"" Lower Bout";;;;;;;;;;;;;;;;;;;;;;;
1134;3,599.00;Martin;Steel;6;Dreadnought;Left-handed;Natural, Aging Toner;Gloss;Sitka Spruce;East Indian Rosewood;Scalloped Forward Shifted X-bracing;Select Hardwood;Modified Low Oval, High Performance Taper;Ebony;20;"25.4""";Nickel Open Gear;Ebony;Bone/Bone;"1.75""";SP Acoustic 92/8 Phosphor Bronze Medium;Hardshell Case;;;Antique White;"16""";Abalone Diamonds & Squares Long Pattern;;;;Fishman Aura VT Enhance;;;;;;;;;;;;;;;;;;;;;;
1135;3,599.00;Martin;Steel;6;Orchestra;Left-handed;Natural, Aging Toner;Gloss;Sitka Spruce;East Indian Rosewood;Scalloped X-bracing;Select Hardwood;Modified Low Oval, High Performance Taper;Ebony;20;"25.4""";Nickel Open Gear;Ebony;Bone/White Tusq;"1.75""";SP Acoustic 92/8 Phosphor Bronze Light;Hardshell Case;;;Antique White;"16""";Abalone Diamonds & Squares Long Pattern;;;;Fishman Aura VT Enhance;;;;;;;;;;;;;;;;;;;;;;
1136;3,699.00;Taylor;Steel;6;Grand Auditorium;Right-handed;Natural;Gloss;Sitka Spruce;Indian Rosewood;V-Class;Tropical Mahogany;Standard;West African Ebony;20;"25.5""";Taylor Smoked Nickel;West African Ebony;Black Graphite/Micarta;"1.75""";Elixir, .012-.053;Hardshell Case;;;Non-figured Maple;"15""";Mother-of-Pearl Element;;;;ES-2;;;;;;;;;;;;;;;;;;;;;;
1137;3,699.00;Taylor;Steel;6;Grand Concert;Right-handed;Natural;Gloss;Sitka Spruce;Indian Rosewood;V-Class;Tropical Mahogany;Standard;West African Ebony;20;"24.8""";Taylor Open Gear;West African Ebony;Tusq/Micarta;"1.75""";Elixir, .012-.056;Hardshell Case;;;Maple;"15""";Element;;;;ES-2;;;;;;;;;;;;;;;;;;;;;;
1138;3,699.00;Taylor;Steel;6;Grand Concert;Right-handed;Natural;Gloss;Sitka Spruce;Indian Rosewood;V-Class;Tropical Mahogany;Standard;West African Ebony;18;"24.8""";Taylor Open Gear;West African Ebony;Tusq/Micarta;"1.75""";Elixir, .012-.056;Hardshell Case;;;Maple;"15""";Element;;;;ES-2;;;;;;;;;;;;;;;;;;;;;;
1139;3,699.00;Taylor;Steel;6;Grand Auditorium;Left-handed;Natural;Gloss;Sitka Spruce;Indian Rosewood;V-Class;Tropical Mahogany;Standard;West African Ebony;20;"25.5""";Taylor Smoked Nickel;West African Ebony;Black Graphite/Micarta;"1.75""";Elixir Phosphor Bronze Lights;Hardshell Case;;;Non-figured Maple;"15""";Mother-of-Pearl Element;;;;ES-2;;;;;;;;;;;;;;;;;;;;;;
1140;3,699.00;Breedlove;Steel;6;Concerto;Right-handed;Natural;Gloss;Adirondack Spruce;Koa;Forward-shifted Sitka Spruce X-bracing;Honduran Mahogany;Slim C;African Ebony;20;"25.5""";Gotoh 381;Ebony;TUSQ/TUSQ;"1.75""";D'Addario, .013-.056;Hardshell Case;;;Black;"16""";Dots with Knot at 12th fret;;;;LR Baggs Anthem TRU-MIC;;;;;;;;;;;;;;;;;;;;;;
